id,id_scanned_kanban,kanban,location,delivery,line_no,stock_address,supplier_name,parts_code,parts_name,quantity,kanban_num,scooter_station,scan_date_time,request_date_time,requested_by,print_date_time,selector_ip,selection_date_time,status
6227093,REQ:2201210499927,"F11014570457016679               01605102 KL1                                                       ",4570,4570,5102 KL1,AB100203,11599W9A05F-B,16679,"DS-BE-5F-B   ",800,160,FA2,2022-01-21 04:35:39.00,2022-01-21 04:36:20.00,DI-qasdFHN457NBccXl,2022-01-21 04:41:41.00,172.25.119.232,2022-01-21 04:41:37.00,Ongoing Picking
6227227,REQ:22012104f971c,"F110145704570UT2                 3718TR175A-71                                                      ",4570,4570,TR175A-71,WR100109,NULL,UT2,"CIVUS 0.35 P ",1500,3718,WT10,2022-01-21 04:01:32.00,2022-01-21 04:05:26.00,DI-m9tzWTLzCxpMHrYkA,2022-01-21 04:57:34.00,172.25.117.170,2022-01-21 04:56:58.00,Ongoing Picking
6227375,REQ:2201210526000,"F11014570457035113               0159T20 17KL1                                                      ",4570,4570,T20 17KL1,C60501,M36S08K4Q4,35113,"JMX36-F03-8   ",8000,159,WT11,2022-01-21 05:41:36.00,2022-01-21 05:41:53.00,PD-GKDHGKDMGKLDLKVMS40626596DHJ4D,2022-01-21 05:42:44.00,172.25.117.170,2022-01-21 05:42:42.00,Ongoing Picking
6227457,REQ:2201210597b9e,"F11014570457022408               1702T20 I11KL1                                                     ",4570,4570,T20 I11KL1,B20102,M34S75C4F1,22408,"JSNF03   ",7500,1702,WT11,2022-01-21 05:44:23.00,2022-01-21 05:44:40.00,PD-GKDHGKDMGKLDLKVMS40626596DHJ4D,2022-01-21 05:47:38.00,172.25.117.170,2022-01-21 05:47:36.00,Ongoing Picking
6227480,REQ:2201210597b9e,"F11014570457001N53               0348T20 SPDKL1                                                     ",4570,4570,T20 SPDKL1,AD220102,MX67S059SQA,01N53,"ABJSN-57FR-Y   ",324,348,WT11,2022-01-21 05:44:20.00,2022-01-21 05:44:40.00,PD-GKDHGKDMGKLDLKVMS40626596DHJ4D,2022-01-21 05:47:39.00,172.25.117.170,2022-01-21 05:47:36.00,Ongoing Picking
6227492,REQ:2201210588b9a,"F11014570457035112               0143TKR SPA KL                                                     ",4570,4570,TKR SPA KL,AB10202,MX36002SQ4,35112,"JMX36-BO-4FB.2-Y   ",1300,143,WT12,2022-01-21 05:50:03.00,2022-01-21 05:55:56.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 05:59:59.00,172.25.117.170,2022-01-21 05:59:55.00,Ongoing Picking
6227510,REQ:220121054306b,"F110145704570UB9                 1911HONDA 3MOA                                                     ",4570,4570,HONDA 3MOA,WR130122,NULL,UB9,"CIVUS 1.25 R ",900,1911,WT12,2022-01-21 05:50:31.00,2022-01-21 05:55:47.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 06:00:09.00,172.25.119.232,2022-01-21 06:00:06.00,Ongoing Picking
6227522,REQ:220121054306b,"F110145704570UT2                 3901TKR J51 KL                                                     ",4570,4570,TKR J51 KL,WR100109,NULL,UT2,"CIVUS 0.35 P ",1500,3901,WT12,2022-01-21 05:50:34.00,2022-01-21 05:55:47.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 06:00:27.00,172.25.119.232,2022-01-21 06:00:06.00,Ongoing Picking
6227526,REQ:220121054306b,"F110145704570UV6                 3430TKRATR-240                                                     ",4570,4570,TKRATR-240,WR100101,NULL,UV6,"CIVUS 0.35 G ",2600,3430,WT12,2022-01-21 05:50:37.00,2022-01-21 05:55:47.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 06:00:27.00,172.25.119.232,2022-01-21 06:00:06.00,Ongoing Picking
6227528,REQ:2201210588b9a,"F11014570457030285               05403M0A-SAM42                                                     ",4570,4570,3M0A-SAM42,AC10201,MX34024SF1,30285,"JSN-24F-GR   ",504,540,WT12,2022-01-21 05:49:14.00,2022-01-21 05:55:56.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 06:00:33.00,172.25.117.170,2022-01-21 05:59:55.00,Ongoing Picking
6227540,REQ:220121051dd45,"F110145704570UV6                 3456SAM42-A33                                                      ",4570,4570,SAM42-A33,WR100101,NULL,UV6,"CIVUS 0.35 G ",2600,3456,WT12,2022-01-21 05:48:01.00,2022-01-21 05:56:04.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 06:01:19.00,172.25.119.232,2022-01-21 06:01:00.00,Ongoing Picking
6227561,REQ:220121051dd45,"F11014570457022342               0208TKRA P12 K                                                     ",4570,4570,TKRA P12 K,B170302,HE025TER-FM-SN,22342,"HSEF   ",10000,208,WT12,2022-01-21 05:48:33.00,2022-01-21 05:56:04.00,PD-HNFAGJSAdqwOro3tugs56fofsjfosd36Y,2022-01-21 06:01:45.00,172.25.119.232,2022-01-21 06:01:00.00,Ongoing Picking
6228334,REQ:220121084abe4,"F11014570457023571               0054J12 N12 KL                                                     ",4570,4570,J12 N12 KL,C130201,7009-2287-02,23571,"LAS206J-L2   ",1500,54,WT6,2022-01-21 08:09:48.00,2022-01-21 08:10:30.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 08:15:00.00,172.25.116.78,2022-01-21 08:14:42.00,Ongoing Picking
6228376,REQ:22012108c838f,"F11014570457033991               0646HONDA 3MOA                                                     ",4570,4570,HONDA 3MOA,B80101,7173-1873,33991,"FRT-972TY00030   ",1500,646,WT12,2022-01-21 08:11:25.00,2022-01-21 08:12:48.00,DI-ABCnM143bnjgKXUlm,2022-01-21 08:15:42.00,172.25.116.78,2022-01-21 08:15:35.00,Ongoing Picking
6228457,REQ:2201210860dc3,"F110145704570003V7               05511008 KL                                                        ",4570,4570,1008 KL,AB160101,NULL,003V7,"J72A-LVDS-JAE-05   ",80,551,FA6,2022-01-21 08:10:55.00,2022-01-21 08:13:39.00,PD-BLSMGLSGLSgg25465g65654glkfmlapr43l5,2022-01-21 08:18:46.00,172.25.117.48,2022-01-21 08:18:43.00,Ongoing Picking
6228458,REQ:2201210860dc3,"F110145704570003V7               05521008 KL                                                        ",4570,4570,1008 KL,AB160101,NULL,003V7,"J72A-LVDS-JAE-05   ",80,552,FA6,2022-01-21 08:10:57.00,2022-01-21 08:13:39.00,PD-BLSMGLSGLSgg25465g65654glkfmlapr43l5,2022-01-21 08:18:46.00,172.25.117.48,2022-01-21 08:18:43.00,Ongoing Picking
6228557,REQ:220121084aaf6,"F110145704570UT2                 4052JAM-F-A62                                                      ",4570,4570,JAM-F-A62,WR100109,NULL,UT2,"CIVUS 0.35 P ",1500,4052,WT4,2022-01-21 08:08:46.00,2022-01-21 08:13:53.00,DI-SE3UHMHWGo6fIkTsc,2022-01-21 08:21:36.00,172.25.118.197,2022-01-21 08:21:14.00,Ongoing Picking
6228571,REQ:220121084aaf6,"F110145704570UT2                 4097Y2R-F2-F63                                                     ",4570,4570,Y2R-F2-F63,WR100109,NULL,UT2,"CIVUS 0.35 P ",1500,4097,WT4,2022-01-21 08:08:41.00,2022-01-21 08:13:53.00,DI-SE3UHMHWGo6fIkTsc,2022-01-21 08:22:10.00,172.25.118.197,2022-01-21 08:21:14.00,Ongoing Picking
6228697,REQ:220121082fc62,"F11014570457031161               23571103 KL                                                        ",4570,4570,1103 KL,AB90101,7047-0195-30,31161,"YB-31-B   ",1000,2357,FA6,2022-01-21 08:17:08.00,2022-01-21 08:17:20.00,PD-BLSMGLSGLSgg25465g65654glkfmlapr43l5,2022-01-21 08:25:16.00,172.25.117.48,2022-01-21 08:25:11.00,Ongoing Picking
6228755,REQ:22012108f0911,"F11014570457000HF2               00145101 KL1                                                       ",4570,4570,5101 KL1,P170101,NULL,00HF2,"SB-FUNC-A40(G)-1   ",500,14,FA2,2022-01-21 08:18:56.00,2022-01-21 08:19:37.00,DI-he5X60fimJ8qx26hd,2022-01-21 08:26:51.00,172.25.118.197,2022-01-21 08:26:46.00,Ongoing Picking
6229423,REQ:22012108d600c,"F11014570457090025               00723018 KL                                                        ",4570,4570,3018 KL,F210404,PE?-??(W) R-550,90025,"PE-ROPE-W   ",500,72,FA15,2022-01-21 08:20:17.00,2022-01-21 08:20:50.00,PD-LASMVLKAfweJIOF26WQDd195ksaFMF,2022-01-21 08:41:14.00,172.25.118.197,2022-01-21 08:41:10.00,Ongoing Picking
6229568,REQ:22012108c99ad,"F11014570457000LSL               00021135 KL                                                        ",4570,4570,1135 KL,MAIG190102,16Q-51142,00LSL,"J30-GMSL-01   ",60,2,FA3,2022-01-21 08:22:22.00,2022-01-21 08:23:06.00,DI-L2aCR3MLE1iczWKk5,2022-01-21 08:45:19.00,172.25.117.48,2022-01-21 08:45:16.00,Ongoing Picking
6229798,REQ:220121081684e,"F11014570457033756               0774D01 K10 KL                                                     ",4570,4570,D01 K10 KL,A160103,29126-M2,33756,"PS-126-2   ",5000,774,WT10,2022-01-21 08:24:10.00,2022-01-21 08:24:39.00,DI-hElXQSp5XLasU708F,2022-01-21 08:50:16.00,172.25.118.197,2022-01-21 08:50:15.00,Ongoing Picking
6229800,REQ:220121081684e,"F11014570457017626               0885D01 L5 KL                                                      ",4570,4570,D01 L5 KL,B70103,29125-M2,17626,"PS-017-2   ",5000,885,WT10,2022-01-21 08:24:15.00,2022-01-21 08:24:39.00,DI-hElXQSp5XLasU708F,2022-01-21 08:50:16.00,172.25.118.197,2022-01-21 08:50:15.00,Ongoing Picking
6229821,REQ:220121081684e,"F11014570457032566               4562D01 SPA KL                                                     ",4570,4570,D01 SPA KL,L320101,NO.2117TV0.07X19X35,32566,"VT0.07X19(B)   ",7000,4562,WT10,2022-01-21 08:23:41.00,2022-01-21 08:24:39.00,DI-hElXQSp5XLasU708F,2022-01-21 08:50:17.00,172.25.118.197,2022-01-21 08:50:15.00,Ongoing Picking
6230012,REQ:22012108a342b,"F11014570457011848               0371H-O B4 KL                                                      ",4570,4570,H-O B4 KL,A10303,TER187M-LSN,11848,"HKM-20   ",2000,371,WT9,2022-01-21 08:29:16.00,2022-01-21 08:30:01.00,PD-dmfmwFWJLV564689WSFJSVFLOJFOOLV,2022-01-21 08:58:54.00,172.25.119.232,2022-01-21 08:58:49.00,Ongoing Picking
6230013,REQ:22012108a342b,"F11014570457011848               0372H-O B5 KL                                                      ",4570,4570,H-O B5 KL,A10303,TER187M-LSN,11848,"HKM-20   ",2000,372,WT9,2022-01-21 08:28:32.00,2022-01-21 08:30:01.00,PD-dmfmwFWJLV564689WSFJSVFLOJFOOLV,2022-01-21 08:58:54.00,172.25.119.232,2022-01-21 08:58:49.00,Ongoing Picking
6230032,REQ:22012108a342b,"F11014570457014761               0150H-O L2KL1                                                      ",4570,4570,H-O L2KL1,D70304,7116-2893-02,14761,"F893-2   ",4000,150,WT9,2022-01-21 08:21:06.00,2022-01-21 08:30:01.00,PD-dmfmwFWJLV564689WSFJSVFLOJFOOLV,2022-01-21 08:58:54.00,172.25.119.232,2022-01-21 08:58:49.00,Ongoing Picking
6230038,REQ:22012108a342b,"F110145704570JW1                 0852TUN E52KL                                                      ",4570,4570,TUN E52KL,WIRE40108,NULL,JW1,"CIVUS 0.13 P ",2500,852,WT9,2022-01-21 08:23:09.00,2022-01-21 08:30:01.00,PD-dmfmwFWJLV564689WSFJSVFLOJFOOLV,2022-01-21 09:00:39.00,172.25.119.232,2022-01-21 08:58:49.00,Ongoing Picking
6230173,REQ:22012108fdf96,"F11014570457000I                 04902S.O-F1-D53                                                     ",4570,4570,2S.O-F1-D5,WR110106,NULL,00I,"CIVUS 0.75 BE ",1500,490,WT3,2022-01-21 08:37:59.00,2022-01-21 08:39:55.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 09:05:58.00,172.25.118.197,2022-01-21 09:05:55.00,Ongoing Picking
6230199,REQ:22012108fdf96,"F11014570457042Z                 0367S.O-2F2-C63                                                     ",4570,4570,S.O-2F2-C6,WIRE50202,NULL,42Z,"AVS 3.0 BR ",200,367,WT3,2022-01-21 08:34:38.00,2022-01-21 08:39:55.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 09:06:36.00,172.25.118.197,2022-01-21 09:05:55.00,Ongoing Picking
6230200,REQ:22012108fdf96,"F110145704570999                 1241S.O-F12-E83                                                     ",4570,4570,S.O-F12-E8,WR100118,NULL,999,"AVS 3.0 R ",200,1241,WT3,2022-01-21 08:34:51.00,2022-01-21 08:39:55.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 09:06:36.00,172.25.118.197,2022-01-21 09:05:55.00,Ongoing Picking
6230214,REQ:22012108fdf96,"F11014570457042Z                 0368S.O-F2-2C515                                                     ",4570,4570,S.O-F2-2C5,WIRE50202,NULL,42Z,"AVS 3.0 BR ",200,368,WT3,2022-01-21 08:34:46.00,2022-01-21 08:39:55.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 09:06:37.00,172.25.118.197,2022-01-21 09:05:55.00,Ongoing Picking
6230215,REQ:22012108fdf96,"F110145704570999                 1252S.O-F22-C53                                                     ",4570,4570,S.O-F22-C5,WR100118,NULL,999,"AVS 3.0 R ",200,1252,WT3,2022-01-21 08:34:35.00,2022-01-21 08:39:55.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 09:06:37.00,172.25.118.197,2022-01-21 09:05:55.00,Ongoing Picking
6230222,REQ:22012108fdf96,"F11014570457042Z                 0365S2.O-F1-E72                                                     ",4570,4570,S2.O-F1-E7,WIRE50202,NULL,42Z,"AVS 3.0 BR ",200,365,WT3,2022-01-21 08:34:43.00,2022-01-21 08:39:55.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 09:06:37.00,172.25.118.197,2022-01-21 09:05:55.00,Ongoing Picking
6230947,REQ:22012108e19a9,"F11014570457002YDX               00691033 KL                                                        ",4570,4570,1033 KL,P560101,7285-1216-51,02YDX,"HVY-H2M.2FB-O   ",200,69,FA6,2022-01-21 08:45:25.00,2022-01-21 08:50:53.00,DI-ILIrpdQjho5KNYVJ3,2022-01-21 09:19:18.00,172.25.118.197,2022-01-21 09:19:15.00,Ongoing Picking
6231434,REQ:22012109654d4,"F11014570457022419               0380T20 F-A7                                                       ",4570,4570,T20 F-A7,B90101,HE025TER-MM-SN,22419,"HSEM   ",10000,380,WT11,2022-01-21 09:17:18.00,2022-01-21 09:18:16.00,PD-2FMdmfvQWOFMfasRIEJGBLAMMFNeE,2022-01-21 09:39:56.00,172.25.118.197,2022-01-21 09:39:03.00,Ongoing Picking
6231653,REQ:22012109fea5d,"F1101457045700075R               00044114 KL1                                                       ",4570,4570,4114 KL1,U100101,NULL,0075R,"MCP-SB-HVAT2FA-O   ",50,4,FA12,2022-01-21 09:50:51.00,2022-01-21 09:50:59.00,DI-Rpops3BvbPXfr2ak6,2022-01-21 09:52:31.00,172.25.118.197,2022-01-21 09:52:29.00,Ongoing Picking
6231811,REQ:2201210913373,"F1101457045700VS                 4319S.OBC32 KL                                                     ",4570,4570,S.OBC32 KL,WIRE816,PAVSSF 2.0 B,0VS,"PAVSS 2.0F B ",400,4319,WT2A,2022-01-21 09:51:32.00,2022-01-21 10:00:04.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 10:00:17.00,172.25.118.197,2022-01-21 10:00:15.00,Ongoing Picking
6231813,REQ:2201210913373,"F1101457045700VS                 4321S.OBC33 KL                                                     ",4570,4570,S.OBC33 KL,WIRE816,PAVSSF 2.0 B,0VS,"PAVSS 2.0F B ",400,4321,WT2A,2022-01-21 09:51:27.00,2022-01-21 10:00:04.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 10:00:17.00,172.25.118.197,2022-01-21 10:00:15.00,Ongoing Picking
6231814,REQ:2201210913373,"F1101457045700VS                 4322S.OBC33 KL                                                     ",4570,4570,S.OBC33 KL,WIRE816,PAVSSF 2.0 B,0VS,"PAVSS 2.0F B ",400,4322,WT2A,2022-01-21 09:51:29.00,2022-01-21 10:00:04.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 10:00:18.00,172.25.118.197,2022-01-21 10:00:15.00,Ongoing Picking
6232051,REQ:220121099188b,"F1101457045700HR                 07828HONDA FAPV                                                     ",4570,4570,8HONDA FAP,WIRE50209,NULL,0HR,"IVSS 2.0F Y ",400,782,WT3,2022-01-21 09:49:07.00,2022-01-21 10:04:53.00,DI-VjOnBKxrLIxvMpjf1,2022-01-21 10:10:15.00,172.25.118.197,2022-01-21 10:09:57.00,Ongoing Picking
6232164,REQ:22012110af501,"F11014570457036328               0250 TKR F1-A6                                                     ",4570,4570,TKR F1-A6,C20302,HX06TER-F-S,36328,"HVSW-F   ",5000,250,WT4,2022-01-21 10:11:55.00,2022-01-21 10:12:48.00,DI-SE3UHMHWGo6fIkTsc,2022-01-21 10:16:20.00,172.25.118.197,2022-01-21 10:16:17.00,Ongoing Picking
6232190,REQ:220121101f21f,"F11014570457002041               0099S-O V3 KL                                                      ",4570,4570,S-O V3 KL,D40501,27037-2,02041,"F37-2   ",7500,99,WT2A,2022-01-21 10:08:19.00,2022-01-21 10:15:40.00,DI-SE3UHMHWGo6fIkTsc,2022-01-21 10:16:37.00,172.25.118.197,2022-01-21 10:16:33.00,Ongoing Picking
6232626,REQ:22012110c5ff8,"F11014570457023568               0093D01 F9 KL                                                      ",4570,4570,D01 F9 KL,D130203,7009-2284-02,23568,"LA306JM-R2   ",1500,93,WT10,2022-01-21 10:22:46.00,2022-01-21 10:23:08.00,DI-hElXQSp5XLasU708F,2022-01-21 10:36:21.00,172.25.118.197,2022-01-21 10:36:16.00,Ongoing Picking
6233233,REQ:22012111cf6e9,"F11014570457000N7N               00175105 KL1                                                       ",4570,4570,5105 KL1,No Data,NULL,00N7N,"ACS1X27X70   ",10,17,FA16,2022-01-21 11:02:48.00,2022-01-21 11:03:02.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 11:07:55.00,172.25.118.197,2022-01-21 11:07:52.00,Ongoing Picking
6233234,REQ:22012111cf6e9,"F11014570457000N7N               00185105 KL1                                                       ",4570,4570,5105 KL1,No Data,NULL,00N7N,"ACS1X27X70   ",10,18,FA16,2022-01-21 11:02:49.00,2022-01-21 11:03:02.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 11:07:55.00,172.25.118.197,2022-01-21 11:07:52.00,Ongoing Picking
6233257,REQ:220121114a402,"F11014570457001MQH               06377TSUM KL                                                       ",4570,4570,7TSUM KL,M130102,7287-7958-30,01MQH,"YRHNRSS2-SB8F-B   ",100,637,FA8,2022-01-21 11:05:22.00,2022-01-21 11:05:41.00,DI-vFdAijFtigfplhIaI,2022-01-21 11:08:25.00,172.25.118.197,2022-01-21 11:08:22.00,Ongoing Picking
6233259,REQ:220121114a402,"F1101457045700VZ                 0587SUBT23KL1                                                      ",4570,4570,SUBT23KL1,WIRE821,PAVSSF 2.0 LG,0VZ,"PAVSS 2.0F LG ",400,587,WT8,2022-01-21 11:05:32.00,2022-01-21 11:05:41.00,DI-vFdAijFtigfplhIaI,2022-01-21 11:08:57.00,172.25.118.197,2022-01-21 11:08:54.00,Ongoing Picking
6234101,REQ:2201210195c5d,"F11014570457002JPM               02243135 KL                                                        ",4570,4570,3135 KL,I170302,"SCROLL-A PVCRG 26X00,70X0120",02JPM,"VPD26X0.7X120(B)   ",100,224,FA14,2022-01-21 13:05:11.00,2022-01-21 13:09:12.00,PD-JEKRJWQMV5f96wkqfjwodmvlbsjfpvSFK,2022-01-21 13:14:43.00,172.25.118.197,2022-01-21 13:14:40.00,Ongoing Picking
6234102,REQ:2201210195c5d,"F11014570457002JPM               02253135 KL                                                        ",4570,4570,3135 KL,I170302,"SCROLL-A PVCRG 26X00,70X0120",02JPM,"VPD26X0.7X120(B)   ",100,225,FA14,2022-01-21 13:05:15.00,2022-01-21 13:09:12.00,PD-JEKRJWQMV5f96wkqfjwodmvlbsjfpvSFK,2022-01-21 13:14:43.00,172.25.118.197,2022-01-21 13:14:40.00,Ongoing Picking
6234103,REQ:2201210195c5d,"F11014570457002JPM               02233135 KL                                                        ",4570,4570,3135 KL,I170302,"SCROLL-A PVCRG 26X00,70X0120",02JPM,"VPD26X0.7X120(B)   ",100,223,FA14,2022-01-21 13:07:27.00,2022-01-21 13:09:12.00,PD-JEKRJWQMV5f96wkqfjwodmvlbsjfpvSFK,2022-01-21 13:14:43.00,172.25.118.197,2022-01-21 13:14:40.00,Ongoing Picking
6234384,REQ:220121110e1d1,"F11014570457002JR3               02021103 KL                                                        ",4570,4570,1103 KL,L60103,"SCROLL-A PVCRG 11X00,70X0110",02JR3,"VPD11X0.7X110(B)   ",100,202,FA6,2022-01-21 11:44:42.00,2022-01-21 13:33:25.00,DI-ILIrpdQjho5KNYVJ3,2022-01-21 13:36:30.00,172.25.118.197,2022-01-21 13:36:25.00,Ongoing Picking
6234412,REQ:22012112980b7,"F110145704570JW1                 0791Y2R R53 KL                                                     ",4570,4570,Y2R R53 KL,WIRE40108,NULL,JW1,"CIVUS 0.13 P ",2500,791,WT4,2022-01-21 12:36:34.00,2022-01-21 13:32:07.00,DI-SE3UHMHWGo6fIkTsc,2022-01-21 13:38:04.00,172.25.119.232,2022-01-21 13:37:36.00,Ongoing Picking
6234551,REQ:22012112acd3e,"F11014570457016730               0136D-O A8 KL                                                      ",4570,4570,D-O A8 KL,A110402,0-0353537-1,16730,"ALEM37-1   ",2500,136,WT5,2022-01-21 12:47:10.00,2022-01-21 13:38:30.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 13:41:58.00,172.25.119.232,2022-01-21 13:41:56.00,Ongoing Picking
6235821,REQ:22012102869d4,"F1101457045700DI                 0077T20 M32KL1                                                     ",4570,4570,T20 M32KL1,WR120236,NULL,0DI,"DVSS 0.3 L ",1000,77,WT11,2022-01-21 14:59:54.00,2022-01-21 15:00:17.00,PD-2FMdmfvQWOFMfasRIEJGBLAMMFNeE,2022-01-21 15:06:23.00,172.25.118.197,2022-01-21 15:05:57.00,Ongoing Picking
6235825,REQ:22012102869d4,"F1101457045700E2                 0106T20 Q12KL1                                                     ",4570,4570,T20 Q12KL1,WR120239,NULL,0E2,"DVSS 0.3 Y ",1000,106,WT11,2022-01-21 14:59:51.00,2022-01-21 15:00:17.00,PD-2FMdmfvQWOFMfasRIEJGBLAMMFNeE,2022-01-21 15:06:23.00,172.25.118.197,2022-01-21 15:05:57.00,Ongoing Picking
6236406,REQ:2201210381b9a,"F11014570457033680               00194126 KL                                                        ",4570,4570,4126 KL,AY100101,NULL,33680,"YSK/TSNY4-IH16M   ",1800,19,FA16,2022-01-21 15:40:00.00,2022-01-21 15:41:06.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:26.00,172.25.118.197,2022-01-21 15:45:21.00,Ongoing Picking
6236415,REQ:2201210381b9a,"F11014570457001U1S               00344126 KL                                                        ",4570,4570,4126 KL,G180205,NULL,01U1S,"TWWB8X130-2403   ",100,34,FA16,2022-01-21 15:40:35.00,2022-01-21 15:41:06.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:26.00,172.25.118.197,2022-01-21 15:45:21.00,Ongoing Picking
6236428,REQ:2201210381b9a,"F11014570457001U1O               00014126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,01U1O,"TWWB8X190-2403   ",100,1,FA16,2022-01-21 15:40:14.00,2022-01-21 15:41:06.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:27.00,172.25.118.197,2022-01-21 15:45:21.00,Ongoing Picking
6236429,REQ:2201210381b9a,"F11014570457001U1O               00024126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,01U1O,"TWWB8X190-2403   ",100,2,FA16,2022-01-21 15:40:16.00,2022-01-21 15:41:06.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:27.00,172.25.118.197,2022-01-21 15:45:21.00,Ongoing Picking
6236430,REQ:2201210381b9a,"F11014570457001U2W               00014126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,01U2W,"TWWB13X95-2403   ",100,1,FA16,2022-01-21 15:40:58.00,2022-01-21 15:41:06.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:27.00,172.25.118.197,2022-01-21 15:45:21.00,Ongoing Picking
6236431,REQ:2201210381b9a,"F11014570457001U2W               00024126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,01U2W,"TWWB13X95-2403   ",100,2,FA16,2022-01-21 15:40:59.00,2022-01-21 15:41:06.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:27.00,172.25.118.197,2022-01-21 15:45:21.00,Ongoing Picking
6236485,REQ:22012103e2602,"F11014570457001U6F               02854126 KL                                                        ",4570,4570,4126 KL,L120201,NULL,01U6F,"TWWB5X95-2403   ",100,285,FA16,2022-01-21 15:42:52.00,2022-01-21 15:44:08.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:59.00,172.25.117.48,2022-01-21 15:45:53.00,Ongoing Picking
6236494,REQ:22012103e2602,"F11014570457001U6N               00394126 KL                                                        ",4570,4570,4126 KL,P100101,NULL,01U6N,"TWWB5X75-2403   ",100,39,FA16,2022-01-21 15:43:32.00,2022-01-21 15:44:08.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:59.00,172.25.117.48,2022-01-21 15:45:53.00,Ongoing Picking
6236495,REQ:22012103e2602,"F11014570457001U6N               00404126 KL                                                        ",4570,4570,4126 KL,P100101,NULL,01U6N,"TWWB5X75-2403   ",100,40,FA16,2022-01-21 15:43:34.00,2022-01-21 15:44:08.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:45:59.00,172.25.117.48,2022-01-21 15:45:53.00,Ongoing Picking
6236587,REQ:220121037524f,"F1101457045700041F               00054126 KL                                                        ",4570,4570,4126 KL,AE50203,NULL,0041F,"GB60720   ",400,5,FA16,2022-01-21 15:45:18.00,2022-01-21 15:46:01.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:46:56.00,172.25.118.197,2022-01-21 15:46:52.00,Ongoing Picking
6236591,REQ:220121037524f,"F110145704570008NH               00054126 KL                                                        ",4570,4570,4126 KL,AY90301,NULL,008NH,"BRS1X20X40   ",600,5,FA16,2022-01-21 15:45:21.00,2022-01-21 15:46:01.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:46:56.00,172.25.118.197,2022-01-21 15:46:52.00,Ongoing Picking
6236636,REQ:220121034b75a,"F110145704570001AA               00034126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,001AA,"PR-C6AK20   ",240,3,FA16,2022-01-21 15:46:45.00,2022-01-21 15:47:27.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:48:03.00,172.25.119.7,2022-01-21 15:48:00.00,Ongoing Picking
6236638,REQ:220121034b75a,"F110145704570001AD               00034126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,001AD,"PR-6AK00   ",240,3,FA16,2022-01-21 15:46:48.00,2022-01-21 15:47:27.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:48:03.00,172.25.119.7,2022-01-21 15:48:00.00,Ongoing Picking
6236646,REQ:220121034b75a,"F110145704570008YT               00034126 KL                                                        ",4570,4570,4126 KL,No Data,NULL,008YT,"GE60700   ",300,3,FA16,2022-01-21 15:46:12.00,2022-01-21 15:47:27.00,LV-jKcNcMrCgMBoPLVlnO143,2022-01-21 15:48:03.00,172.25.119.7,2022-01-21 15:48:00.00,Ongoing Picking
